387.8399047852,801.3541870117,632.2942504883,188.2116546631
972.4545898438,769.871887207,234.3743743896,111.7006607056
739.6960449219,770.9344482422,139.1919708252,79.758354187
1164.5291748047,764.4855957031,96.7781295776,83.7808380127
866.3762207031,756.4712524414,132.5644836426,84.0574264526
48.3317832947,693.9256591797,65.1483688354,59.6471176147
460.7697753906,800.0974121094,646.970703125,190.5444335938
984.0651855469,769.0731811523,228.7510986328,106.9098434448
745.20703125,771.3690795898,114.4868774414,88.537612915
1166.1231689453,764.6687011719,97.8331756592,76.3606567383
865.2305908203,757.942199707,125.2898330688,91.0720443726
47.2898597717,694.2209472656,66.2511444092,60.8515701294
531.7203369141,799.7419433594,666.0969238281,206.7177276611
993.8402709961,768.0093383789,217.1761322021,107.0265655518
1169.0823974609,763.1566162109,99.8652191162,78.6512451172
871.9652099609,755.8970947266,132.808807373,93.6273651123
597.3356323242,801.8087768555,652.4572753906,212.0507507324
1000.5475463867,764.9298706055,211.2427520752,109.2451629639
873.6226806641,749.8908081055,134.3389892578,90.5301589966
1174.1292724609,762.5383300781,101.5646057129,79.8585205078
691.6623535156,802.3400268555,687.2808837891,212.1841278076
1024.3330078125,761.9389038086,200.1234588623,104.5585021973
891.0879516602,727.6091918945,116.1874008179,50.0467758179
1174.52734375,756.5665283203,98.3426742554,83.3875198364
142.177154541,635.5348510742,23.6849937439,55.7163581848
782.5176391602,799.9315795898,674.6390380859,206.5935668945
1032.9310302734,757.953918457,187.7445983887,108.7318344116
1176.9829101563,755.2042236328,104.356552124,78.1753921509
900.1756591797,722.5451660156,93.5694122314,47.6240653992
57.6991119385,686.7872314453,62.6686172485,60.6403541565
854.9338989258,796.9397583008,690.7637329102,209.9550323486
1181.8107910156,753.0534057617,98.3840408325,70.7932739258
1050.0412597656,731.2102661133,125.6779403687,39.6241111755
936.5883178711,796.1802368164,741.3569946289,209.5130157471
1191.9197998047,737.8015136719,92.7583999634,55.6622314453
1020.3995361328,787.8396606445,727.221496582,215.4857025146
1021.2033691406,722.7450561523,43.011882782,36.0733108521
1119.5021972656,784.4652709961,664.4440917969,227.3642578125
747.4989013672,753.2849121094,113.4688873291,76.7675933838
1220.2036132813,783.5958862305,718.4721069336,216.7941131592
747.28125,750.4475708008,114.8285827637,81.922203064
874.0755004883,738.954284668,139.3417358398,109.1711959839
1302.23046875,780.5183105469,683.6745605469,213.382522583
747.3081054688,748.7763671875,114.7078552246,80.1398086548
876.8085327148,737.6248168945,146.7915496826,112.2124252319
1398.1887207031,778.5378417969,660.5437011719,209.7422790527
1055.5091552734,745.1740722656,123.474281311,91.6415786743
746.2753295898,745.1712646484,119.3486251831,83.9931869507
871.8773803711,736.6104125977,143.683883667,114.3925552368
60.0851211548,664.0661010742,61.9405899048,64.4203186035
1500.7420654297,773.7269287109,677.6782836914,220.9186096191
1068.3570556641,744.5584716797,152.3091125488,86.4788894653
745.3574829102,744.4692993164,119.0408248901,83.1352310181
1177.7322998047,737.6760864258,86.9636306763,71.4899291992
871.5038452148,734.4607543945,142.234588623,117.3697891235
59.5068397522,661.8593139648,62.9646720886,63.3338928223
1587.2789306641,776.9044799805,663.0629272461,223.1706085205
1189.7689208984,734.4553833008,97.8251571655,82.658531189
1068.4658203125,739.4783935547,129.6741943359,89.8969573975
744.1360473633,738.2034301758,112.6352005005,79.9897079468
869.6588745117,732.385559082,143.1045379639,117.690246582
1434.9498291016,745.2998046875,572.3505859375,200.4660339355
1038.1357421875,764.8975830078,96.6955108643,61.0032539368
719.3518676758,773.1557006836,84.3175430298,76.8247833252
835.6343383789,756.6698608398,169.1460723877,120.9928741455
1173.5595703125,756.5716552734,96.8003997803,82.216545105
1125.669921875,758.8667602539,23.2791385651,23.8710651398
1031.9486083984,769.801940918,108.6605148315,69.3382949829
1386.3881835938,746.1715698242,562.819152832,204.5700378418
720.7124633789,775.0582275391,84.2725601196,76.6177215576
835.7448120117,758.4744873047,166.4911651611,123.0506210327
39.9728240967,709.6200561523,61.3753585815,60.4781761169
1325.4418945313,746.3894042969,550.4348754883,198.2239837646
1025.5447998047,770.0192871094,96.0162811279,66.4736938477
723.9417724609,776.9207763672,88.1646270752,81.2406768799
839.3474731445,760.8444213867,165.6657104492,125.3734130859
41.0095710754,714.380859375,63.4382209778,66.5394210815
1266.0964355469,751.4130859375,563.0401000977,204.2924957275
839.5497436523,764.0682983398,163.648651123,124.6985168457
725.2360839844,779.799987793,87.257598877,78.5989608765
1021.3201904297,771.6110229492,85.9494018555,73.3241348267
1221.5043945313,747.2259521484,559.75390625,213.3745727539
840.4426879883,764.3647460938,161.6333312988,123.6323547363
724.7742919922,783.7473754883,84.5017166138,80.1817169189
123.1881408691,676.3619384766,24.0265483856,46.7048034668
1175.3836669922,752.4179077148,524.3974609375,211.1757049561
727.4055786133,782.8552856445,82.162651062,75.2746353149
840.5604858398,767.405090332,162.8405456543,125.5639343262
1103.5559082031,760.6184082031,551.7757568359,209.944229126
728.474609375,783.5062255859,81.5038909912,74.7999725342
836.7572021484,768.1192016602,147.7243041992,131.7320251465
1064.4798583984,762.8205566406,531.7884521484,217.4559326172
727.9067993164,787.4338378906,79.6935119629,72.7135848999
826.5680541992,771.022644043,183.8129730225,131.6852416992
826.5680541992,771.022644043,183.8129730225,131.6852416992
1016.7782592774,766.842956543,524.8700561523,221.0520629883
728.0260009766,789.651184082,76.7729797363,69.0857772827
825.918762207,764.8626708984,160.03465271,118.2857666016
54.0754890442,745.407043457,64.6494216919,63.6264762878
968.8897705078,774.5298461914,586.3756713867,205.6298828125
54.8359413147,749.7670288086,64.3337631226,65.2593383789
901.0386962891,781.4456176758,558.2709350586,202.9304656982
54.7619056702,755.26953125,61.9954414368,58.9869003296
1200.8907470703,760.6624755859,96.5621032715,82.1747055054
844.7901611328,782.7933959961,565.4266357422,193.1812286377
55.3018379211,757.8162231445,62.6408081055,59.6767272949
1198.9566650391,762.7725830078,116.3722229004,92.8236694336
1198.9566650391,762.7725830078,116.3722229004,92.8236694336
799.1610717773,785.5300292969,575.5252075195,216.38230896
1197.1547851563,770.526184082,113.678565979,80.5921020508
54.8620872498,761.5725097656,63.5187225342,59.1675682068
1053.3865966797,778.7946166992,30.1108322144,36.1967964172
1090.4957275391,773.5938110352,33.6830596924,29.8796367645
739.5452880859,800.0419921875,544.1848144531,201.6795196533
1025.3303222656,789.2037963867,83.5960006714,53.8449478149
1194.494140625,775.2108764648,107.3499832153,76.0704498291
1079.900390625,777.8745727539,28.0372810364,21.2785072327
696.1210327148,806.6273193359,560.4902954102,222.6284637451
1079.5634765625,784.0004882813,26.5206565857,24.059299469
1019.3955078125,795.0916748047,77.3867263794,61.3928375244
1195.5920410156,777.7867431641,111.8056716919,78.1360549927
1437.7175292969,766.3980102539,695.2514648438,241.3681945801
1047.7163085938,803.7189331055,28.7823791504,27.6450214386
978.5700683594,815.7822265625,74.0954971313,54.5634536743
781.6727905273,810.79296875,178.125579834,137.0644683838
678.3220825195,835.7813720703,59.7028961182,71.6019668579
1369.9240722656,779.876953125,690.3381958008,226.7908935547
668.7420043945,839.1959228516,59.9117355347,68.2667922974
973.356628418,815.9384765625,77.5038757324,51.0065155029
773.2357177734,815.7716064453,182.6996307373,140.0402374268
10.6524114609,786.3460693359,25.0962905884,62.0322189331
1290.6083984375,781.9094238281,678.885925293,244.8385314941
764.3559570313,816.1156005859,202.0209197998,146.0783996582
1228.5107421875,787.025390625,789.7629394531,231.9280853271
748.2294921875,818.0257568359,187.94090271,140.2683563232
652.3045043945,838.9736938477,56.5677871704,71.0105285645
1140.6391601563,784.6146850586,665.1019897461,243.8610076904
727.8657226563,819.5078735352,189.318359375,142.6886138916
8.4453315735,884.3870849609,17.3178749084,57.3624992371
727.8657226563,819.5078735352,189.318359375,142.6886138916
1087.6458740234,786.0950317383,740.9467773438,246.2264709473
719.5567016602,819.4499511719,181.6184997559,147.0449676514
627.4550170898,840.442199707,53.6548271179,65.7917938232
998.3978881836,798.2241210938,806.1119995117,234.6347503662
697.4635009766,812.4479370117,187.2016143799,142.2687988281
943.8048706055,798.2976074219,847.7427978516,219.0452880859
154.8947753906,322.0090026855,300.2181396484,616.3090209961
861.8757324219,800.4857177734,787.2593994141,225.4142608643
148.0177307129,322.2951049805,289.3180236816,614.4585571289
787.0498657227,802.0571289063,759.9840698242,234.3037109375
717.9041137695,803.0947875977,862.2109375,237.9816131592
619.8330688477,810.2816162109,814.4219360352,236.1389160156
1052.8480224609,795.3561401367,103.7331008911,82.8820419312
545.2454833984,821.1549072266,795.1027832031,237.0345001221
1039.2132568359,795.6228027344,110.4180755615,87.6948852539
479.2866516113,824.0095214844,808.4954223633,255.9109802246
919.4556884766,801.4354858398,25.3385887146,24.1787452698
869.1447143555,812.4155273438,41.078250885,34.5197601318
1024.6717529297,795.8596801758,108.6176300049,80.5763015747
1024.6717529297,795.8596801758,108.6176300049,80.5763015747
414.7189025879,823.9820556641,835.5328979492,249.0302124023
912.747253418,801.5903320313,27.7615871429,24.8948917389
847.4368896484,805.9241333008,41.9758605957,26.7712364197
1017.0862426758,798.4232788086,106.4422149658,76.1560211182
862.7267456055,823.0376586914,57.8340568542,34.8066101074
1494.5689697266,770.3768920898,699.6549072266,239.3005371094
915.5512695313,807.1834716797,27.8535785675,26.0105571747
595.1015625,831.2670898438,214.7004852295,164.5834197998
825.9254150391,797.9700927734,27.2483558655,16.4784183502
485.9635009766,856.4498291016,47.5300941467,72.8658676147
1022.2107543945,800.6371459961,105.2402420044,81.7049179077
842.4684448242,797.2803344727,21.7762336731,14.3482103348
971.549621582,804.3391723633,21.2630386353,21.917509079
895.1929931641,786.4456787109,17.7094612122,14.1720561981
870.1940917969,823.7964477539,52.5798797607,33.1581497192
1439.0531005859,776.2485351563,678.3197021484,256.3703308105
917.1705322266,807.9912109375,24.572769165,22.9060249329
598.239440918,831.447265625,224.4286804199,167.3042755127
